,Fecha_Retiro,Ciclo_Estacion_Retiro,ct,index
8226,2021-08-17,255.0,19,8226
8225,2021-08-17,254.0,37,8225
8224,2021-08-17,253.0,18,8224
8223,2021-08-17,252.0,13,8223
8222,2021-08-17,251.0,23,8222
8221,2021-08-17,250.0,20,8221
8220,2021-08-17,249.0,16,8220
8219,2021-08-17,248.0,29,8219
8218,2021-08-17,246.0,21,8218
8217,2021-08-17,245.0,11,8217
8216,2021-08-17,244.0,16,8216
8215,2021-08-17,243.0,6,8215
8214,2021-08-17,242.0,64,8214
8213,2021-08-17,241.0,10,8213
8212,2021-08-17,240.0,17,8212
8211,2021-08-17,239.0,18,8211
8210,2021-08-17,238.0,19,8210
8209,2021-08-17,237.0,20,8209
8208,2021-08-17,236.0,24,8208
8207,2021-08-17,235.0,25,8207
8206,2021-08-17,234.0,21,8206
8205,2021-08-17,233.0,11,8205
8204,2021-08-17,232.0,23,8204
8203,2021-08-17,231.0,11,8203
8202,2021-08-17,230.0,9,8202
8201,2021-08-17,229.0,7,8201
8200,2021-08-17,228.0,9,8200
8199,2021-08-17,227.0,11,8199
8198,2021-08-17,226.0,13,8198
8197,2021-08-17,225.0,9,8197
8196,2021-08-17,224.0,11,8196
8195,2021-08-17,223.0,25,8195
8194,2021-08-17,222.0,9,8194
8193,2021-08-17,221.0,15,8193
8192,2021-08-17,220.0,3,8192
8191,2021-08-17,219.0,12,8191
8190,2021-08-17,218.0,8,8190
8189,2021-08-17,217.0,47,8189
8188,2021-08-17,216.0,28,8188
8187,2021-08-17,215.0,11,8187
8186,2021-08-17,214.0,8,8186
8185,2021-08-17,213.0,2,8185
8184,2021-08-17,212.0,20,8184
8183,2021-08-17,211.0,61,8183
8182,2021-08-17,210.0,17,8182
8181,2021-08-17,209.0,19,8181
8180,2021-08-17,207.0,10,8180
8179,2021-08-17,206.0,30,8179
8178,2021-08-17,205.0,18,8178
8177,2021-08-17,204.0,23,8177
8176,2021-08-17,203.0,11,8176
8175,2021-08-17,202.0,14,8175
8174,2021-08-17,201.0,16,8174
8173,2021-08-17,200.0,16,8173
8172,2021-08-17,199.0,8,8172
8171,2021-08-17,198.0,6,8171
8170,2021-08-17,197.0,34,8170
8169,2021-08-17,196.0,12,8169
8168,2021-08-17,195.0,27,8168
8167,2021-08-17,194.0,35,8167
8166,2021-08-17,193.0,20,8166
8165,2021-08-17,192.0,9,8165
8164,2021-08-17,191.0,23,8164
8163,2021-08-17,190.0,17,8163
8162,2021-08-17,189.0,17,8162
8161,2021-08-17,188.0,20,8161
8160,2021-08-17,187.0,26,8160
8159,2021-08-17,186.0,24,8159
8158,2021-08-17,185.0,43,8158
8157,2021-08-17,184.0,23,8157
8156,2021-08-17,183.0,60,8156
8155,2021-08-17,182.0,80,8155
8154,2021-08-17,181.0,33,8154
8153,2021-08-17,180.0,49,8153
8152,2021-08-17,179.0,37,8152
8151,2021-08-17,178.0,27,8151
8150,2021-08-17,177.0,23,8150
8149,2021-08-17,176.0,3,8149
8148,2021-08-17,175.0,15,8148
8147,2021-08-17,174.0,49,8147
8146,2021-08-17,173.0,34,8146
8145,2021-08-17,172.0,17,8145
8144,2021-08-17,171.0,19,8144
8143,2021-08-17,170.0,34,8143
8142,2021-08-17,169.0,28,8142
8141,2021-08-17,168.0,42,8141
8140,2021-08-17,167.0,30,8140
8139,2021-08-17,166.0,23,8139
8138,2021-08-17,165.0,40,8138
8137,2021-08-17,164.0,46,8137
8136,2021-08-17,163.0,31,8136
8135,2021-08-17,162.0,38,8135
8134,2021-08-17,161.0,39,8134
8133,2021-08-17,160.0,21,8133
8132,2021-08-17,159.0,69,8132
8131,2021-08-17,158.0,35,8131
8130,2021-08-17,157.0,18,8130
8129,2021-08-17,156.0,22,8129
8128,2021-08-17,155.0,25,8128
8127,2021-08-17,154.0,46,8127
8126,2021-08-17,153.0,26,8126
8125,2021-08-17,152.0,26,8125
8124,2021-08-17,151.0,45,8124
8123,2021-08-17,150.0,51,8123
8122,2021-08-17,149.0,49,8122
8121,2021-08-17,148.0,19,8121
8120,2021-08-17,147.0,30,8120
8119,2021-08-17,146.0,66,8119
8118,2021-08-17,145.0,51,8118
8117,2021-08-17,144.0,41,8117
8116,2021-08-17,143.0,29,8116
8115,2021-08-17,142.0,31,8115
8114,2021-08-17,141.0,48,8114
8113,2021-08-17,140.0,28,8113
8112,2021-08-17,139.0,24,8112
8111,2021-08-17,138.0,41,8111
8110,2021-08-17,137.0,25,8110
8109,2021-08-17,136.0,58,8109
8108,2021-08-17,135.0,54,8108
8107,2021-08-17,134.0,56,8107
8106,2021-08-17,133.0,48,8106
8105,2021-08-17,132.0,30,8105
8104,2021-08-17,131.0,30,8104
8103,2021-08-17,130.0,30,8103
8102,2021-08-17,129.0,26,8102
8101,2021-08-17,128.0,39,8101
8100,2021-08-17,127.0,27,8100
8099,2021-08-17,126.0,41,8099
8098,2021-08-17,125.0,48,8098
8097,2021-08-17,124.0,76,8097
8096,2021-08-17,123.0,63,8096
8095,2021-08-17,122.0,20,8095
8094,2021-08-17,121.0,31,8094
8093,2021-08-17,120.0,27,8093
8092,2021-08-17,119.0,53,8092
8091,2021-08-17,118.0,35,8091
8090,2021-08-17,117.0,43,8090
8089,2021-08-17,116.0,45,8089
8088,2021-08-17,115.0,56,8088
8087,2021-08-17,114.0,34,8087
8086,2021-08-17,113.0,32,8086
8085,2021-08-17,112.0,36,8085
8084,2021-08-17,111.0,56,8084
8083,2021-08-17,110.0,25,8083
8082,2021-08-17,109.0,20,8082
8081,2021-08-17,108.0,18,8081
8080,2021-08-17,107.0,34,8080
8079,2021-08-17,106.0,42,8079
8078,2021-08-17,105.0,4,8078
8077,2021-08-17,104.0,14,8077
8076,2021-08-17,103.0,37,8076
8075,2021-08-17,102.0,18,8075
8074,2021-08-17,100.0,17,8074
8073,2021-08-17,99.0,27,8073
8072,2021-08-17,98.0,21,8072
8071,2021-08-17,97.0,17,8071
8070,2021-08-17,96.0,53,8070
8069,2021-08-17,95.0,35,8069
8068,2021-08-17,94.0,12,8068
8067,2021-08-17,93.0,16,8067
8066,2021-08-17,92.0,21,8066
8065,2021-08-17,91.0,25,8065
8064,2021-08-17,90.0,8,8064
8063,2021-08-17,89.0,19,8063
8062,2021-08-17,87.0,46,8062
8061,2021-08-17,86.0,48,8061
8060,2021-08-17,85.0,42,8060
8059,2021-08-17,84.0,56,8059
8058,2021-08-17,83.0,25,8058
8057,2021-08-17,82.0,72,8057
8056,2021-08-17,81.0,6,8056
8055,2021-08-17,80.0,45,8055
8054,2021-08-17,79.0,34,8054
8053,2021-08-17,78.0,22,8053
8052,2021-08-17,77.0,42,8052
8051,2021-08-17,76.0,26,8051
8050,2021-08-17,75.0,29,8050
8049,2021-08-17,74.0,51,8049
8048,2021-08-17,73.0,42,8048
8047,2021-08-17,72.0,37,8047
8046,2021-08-17,71.0,47,8046
8045,2021-08-17,70.0,63,8045
8044,2021-08-17,69.0,37,8044
8043,2021-08-17,68.0,31,8043
8042,2021-08-17,67.0,42,8042
8041,2021-08-17,66.0,56,8041
8040,2021-08-17,65.0,28,8040
8039,2021-08-17,64.0,75,8039
8038,2021-08-17,63.0,49,8038
8037,2021-08-17,62.0,33,8037
8036,2021-08-17,61.0,49,8036
8035,2021-08-17,60.0,46,8035
8034,2021-08-17,59.0,41,8034
8033,2021-08-17,58.0,39,8033
8032,2021-08-17,57.0,22,8032
8031,2021-08-17,56.0,55,8031
8030,2021-08-17,55.0,25,8030
8029,2021-08-17,54.0,41,8029
8028,2021-08-17,53.0,48,8028
8027,2021-08-17,52.0,53,8027
8026,2021-08-17,51.0,40,8026
8025,2021-08-17,50.0,34,8025
8024,2021-08-17,49.0,61,8024
8023,2021-08-17,48.0,51,8023
8022,2021-08-17,47.0,50,8022
8021,2021-08-17,46.0,35,8021
8020,2021-08-17,45.0,69,8020
8019,2021-08-17,44.0,35,8019
8018,2021-08-17,42.0,29,8018
8017,2021-08-17,41.0,85,8017
8016,2021-08-17,40.0,34,8016
8015,2021-08-17,39.0,21,8015
8014,2021-08-17,38.0,68,8014
8013,2021-08-17,37.0,43,8013
8012,2021-08-17,36.0,76,8012
8011,2021-08-17,35.0,37,8011
8010,2021-08-17,34.0,32,8010
8009,2021-08-17,33.0,23,8009
8008,2021-08-17,32.0,39,8008
8007,2021-08-17,31.0,43,8007
8006,2021-08-17,30.0,49,8006
8005,2021-08-17,29.0,37,8005
8004,2021-08-17,28.0,59,8004
8003,2021-08-17,27.0,85,8003
8002,2021-08-17,26.0,30,8002
8001,2021-08-17,25.0,43,8001
8000,2021-08-17,24.0,56,8000
7999,2021-08-17,23.0,29,7999
7998,2021-08-17,22.0,18,7998
7997,2021-08-17,21.0,24,7997
7996,2021-08-17,20.0,17,7996
7995,2021-08-17,19.0,25,7995
7994,2021-08-17,18.0,66,7994
7993,2021-08-17,17.0,25,7993
7992,2021-08-17,16.0,27,7992
7991,2021-08-17,15.0,38,7991
7990,2021-08-17,14.0,42,7990
7989,2021-08-17,13.0,10,7989
7988,2021-08-17,12.0,26,7988
7987,2021-08-17,11.0,57,7987
7986,2021-08-17,10.0,40,7986
7985,2021-08-17,9.0,40,7985
7984,2021-08-17,8.0,29,7984
7983,2021-08-17,7.0,58,7983
7982,2021-08-17,6.0,47,7982
7981,2021-08-17,5.0,10,7981
7980,2021-08-17,4.0,31,7980
7979,2021-08-17,3.0,35,7979
7978,2021-08-17,2.0,32,7978
7977,2021-08-17,1.0,101,7977
7976,2021-08-16,480.0,18,7976
7975,2021-08-16,479.0,7,7975
7974,2021-08-16,478.0,15,7974
7973,2021-08-16,477.0,22,7973
7972,2021-08-16,476.0,33,7972
7971,2021-08-16,475.0,11,7971
7970,2021-08-16,474.0,26,7970
7969,2021-08-16,473.0,14,7969
7968,2021-08-16,472.0,14,7968
7967,2021-08-16,471.0,22,7967
7966,2021-08-16,470.0,16,7966
7965,2021-08-16,469.0,6,7965
7964,2021-08-16,468.0,23,7964
7963,2021-08-16,467.0,13,7963
7962,2021-08-16,466.0,12,7962
7961,2021-08-16,465.0,15,7961
7960,2021-08-16,464.0,15,7960
7959,2021-08-16,463.0,10,7959
7958,2021-08-16,462.0,14,7958
7957,2021-08-16,461.0,23,7957
7956,2021-08-16,460.0,36,7956
7955,2021-08-16,459.0,16,7955
7954,2021-08-16,458.0,20,7954
7953,2021-08-16,457.0,4,7953
7952,2021-08-16,456.0,17,7952
7951,2021-08-16,455.0,30,7951
7950,2021-08-16,454.0,9,7950
7949,2021-08-16,453.0,17,7949
7948,2021-08-16,452.0,13,7948
7947,2021-08-16,451.0,12,7947
7946,2021-08-16,450.0,22,7946
7945,2021-08-16,449.0,25,7945
7944,2021-08-16,448.0,23,7944
7943,2021-08-16,447.0,22,7943
7942,2021-08-16,446.0,12,7942
7941,2021-08-16,445.0,9,7941
7940,2021-08-16,444.0,9,7940
7939,2021-08-16,443.0,7,7939
7938,2021-08-16,441.0,7,7938
7937,2021-08-16,439.0,17,7937
7936,2021-08-16,438.0,6,7936
7935,2021-08-16,437.0,6,7935
7934,2021-08-16,436.0,11,7934
7933,2021-08-16,435.0,5,7933
7932,2021-08-16,434.0,10,7932
7931,2021-08-16,433.0,14,7931
7930,2021-08-16,432.0,13,7930
7929,2021-08-16,430.0,14,7929
7928,2021-08-16,429.0,8,7928
7927,2021-08-16,428.0,15,7927
7926,2021-08-16,427.0,13,7926
7925,2021-08-16,426.0,10,7925
7924,2021-08-16,425.0,21,7924
7923,2021-08-16,424.0,5,7923
7922,2021-08-16,423.0,10,7922
7921,2021-08-16,422.0,9,7921
7920,2021-08-16,421.0,16,7920
7919,2021-08-16,420.0,25,7919
7918,2021-08-16,418.0,8,7918
7917,2021-08-16,417.0,4,7917
7916,2021-08-16,416.0,15,7916
7915,2021-08-16,415.0,8,7915
7914,2021-08-16,414.0,15,7914
7913,2021-08-16,413.0,21,7913
7912,2021-08-16,412.0,9,7912
7911,2021-08-16,411.0,2,7911
7910,2021-08-16,410.0,4,7910
7909,2021-08-16,409.0,8,7909
7908,2021-08-16,408.0,13,7908
7907,2021-08-16,407.0,8,7907
7906,2021-08-16,406.0,8,7906
7905,2021-08-16,405.0,42,7905
7904,2021-08-16,404.0,22,7904
7903,2021-08-16,403.0,10,7903
7902,2021-08-16,402.0,14,7902
7901,2021-08-16,401.0,16,7901
7900,2021-08-16,400.0,12,7900
7899,2021-08-16,399.0,12,7899
7898,2021-08-16,398.0,35,7898
7897,2021-08-16,397.0,13,7897
7896,2021-08-16,396.0,28,7896
7895,2021-08-16,395.0,12,7895
7894,2021-08-16,394.0,14,7894
7893,2021-08-16,393.0,20,7893
7892,2021-08-16,392.0,25,7892
7891,2021-08-16,391.0,39,7891
7890,2021-08-16,390.0,50,7890
7889,2021-08-16,389.0,38,7889
7888,2021-08-16,388.0,12,7888
7887,2021-08-16,387.0,15,7887
7886,2021-08-16,386.0,28,7886
7885,2021-08-16,385.0,15,7885
7884,2021-08-16,384.0,29,7884
7883,2021-08-16,383.0,4,7883
7882,2021-08-16,382.0,7,7882
7881,2021-08-16,381.0,14,7881
7880,2021-08-16,380.0,8,7880
7879,2021-08-16,379.0,12,7879
7878,2021-08-16,378.0,5,7878
7877,2021-08-16,377.0,18,7877
7876,2021-08-16,376.0,2,7876
7875,2021-08-16,375.0,9,7875
7874,2021-08-16,374.0,24,7874
7873,2021-08-16,373.0,6,7873
7872,2021-08-16,372.0,24,7872
7871,2021-08-16,371.0,16,7871
7870,2021-08-16,370.0,22,7870
7869,2021-08-16,369.0,53,7869
7868,2021-08-16,368.0,9,7868
7867,2021-08-16,367.0,8,7867
7866,2021-08-16,366.0,13,7866
7865,2021-08-16,365.0,18,7865
7864,2021-08-16,364.0,10,7864
7863,2021-08-16,363.0,8,7863
7862,2021-08-16,362.0,4,7862
7861,2021-08-16,361.0,8,7861
7860,2021-08-16,360.0,14,7860
7859,2021-08-16,359.0,26,7859
7858,2021-08-16,358.0,8,7858
7857,2021-08-16,357.0,24,7857
7856,2021-08-16,356.0,29,7856
7855,2021-08-16,355.0,21,7855
7854,2021-08-16,354.0,25,7854
7853,2021-08-16,353.0,4,7853
7852,2021-08-16,352.0,10,7852
7851,2021-08-16,351.0,23,7851
7850,2021-08-16,350.0,13,7850
7849,2021-08-16,349.0,6,7849
7848,2021-08-16,348.0,6,7848
7847,2021-08-16,347.0,18,7847
7846,2021-08-16,346.0,6,7846
7845,2021-08-16,345.0,6,7845
7844,2021-08-16,344.0,6,7844
7843,2021-08-16,343.0,7,7843
7842,2021-08-16,342.0,14,7842
7841,2021-08-16,341.0,22,7841
7840,2021-08-16,340.0,21,7840
7839,2021-08-16,339.0,16,7839
7838,2021-08-16,338.0,30,7838
7837,2021-08-16,337.0,18,7837
7836,2021-08-16,336.0,21,7836
7835,2021-08-16,335.0,17,7835
7834,2021-08-16,334.0,19,7834
7833,2021-08-16,333.0,5,7833
7832,2021-08-16,332.0,6,7832
7831,2021-08-16,331.0,31,7831
7830,2021-08-16,330.0,5,7830
7829,2021-08-16,329.0,18,7829
7828,2021-08-16,328.0,9,7828
7827,2021-08-16,327.0,25,7827
7826,2021-08-16,326.0,55,7826
7825,2021-08-16,325.0,19,7825
7824,2021-08-16,324.0,17,7824
7823,2021-08-16,323.0,16,7823
7822,2021-08-16,322.0,9,7822
7821,2021-08-16,321.0,36,7821
7820,2021-08-16,320.0,17,7820
7819,2021-08-16,319.0,9,7819
7818,2021-08-16,318.0,20,7818
7817,2021-08-16,317.0,45,7817
7816,2021-08-16,316.0,23,7816
7815,2021-08-16,314.0,11,7815
7814,2021-08-16,313.0,12,7814
7813,2021-08-16,312.0,20,7813
7812,2021-08-16,311.0,9,7812
7811,2021-08-16,310.0,37,7811
7810,2021-08-16,309.0,15,7810
7809,2021-08-16,308.0,21,7809
7808,2021-08-16,307.0,12,7808
7807,2021-08-16,306.0,21,7807
7806,2021-08-16,305.0,45,7806
7805,2021-08-16,304.0,9,7805
7804,2021-08-16,303.0,32,7804
7803,2021-08-16,302.0,32,7803
7802,2021-08-16,301.0,24,7802
7801,2021-08-16,300.0,12,7801
7800,2021-08-16,299.0,20,7800
7799,2021-08-16,298.0,20,7799
7798,2021-08-16,297.0,36,7798
7797,2021-08-16,296.0,15,7797
7796,2021-08-16,295.0,65,7796
7795,2021-08-16,294.0,22,7795
7794,2021-08-16,293.0,19,7794
7793,2021-08-16,292.0,23,7793
7792,2021-08-16,291.0,39,7792
7791,2021-08-16,290.0,27,7791
7790,2021-08-16,289.0,10,7790
7789,2021-08-16,288.0,28,7789
7788,2021-08-16,287.0,26,7788
7787,2021-08-16,286.0,35,7787
7786,2021-08-16,285.0,17,7786
7785,2021-08-16,284.0,16,7785
7784,2021-08-16,283.0,17,7784
7783,2021-08-16,282.0,14,7783
7782,2021-08-16,281.0,34,7782
7781,2021-08-16,280.0,21,7781
7780,2021-08-16,279.0,15,7780
7779,2021-08-16,278.0,19,7779
7778,2021-08-16,277.0,22,7778
7777,2021-08-16,276.0,41,7777
7776,2021-08-16,275.0,4,7776
7775,2021-08-16,274.0,26,7775
7774,2021-08-16,273.0,14,7774
7773,2021-08-16,272.0,72,7773
7772,2021-08-16,271.0,87,7772
7771,2021-08-16,270.0,39,7771
7770,2021-08-16,269.0,4,7770
7769,2021-08-16,268.0,7,7769
7768,2021-08-16,267.0,38,7768
7767,2021-08-16,266.0,71,7767
7766,2021-08-16,265.0,21,7766
7765,2021-08-16,264.0,8,7765
7764,2021-08-16,263.0,24,7764
7763,2021-08-16,262.0,16,7763
7762,2021-08-16,261.0,14,7762
7761,2021-08-16,260.0,35,7761
7760,2021-08-16,259.0,31,7760
7759,2021-08-16,258.0,34,7759
7758,2021-08-16,257.0,38,7758
7757,2021-08-16,256.0,35,7757
7756,2021-08-16,255.0,25,7756
7755,2021-08-16,254.0,40,7755
7754,2021-08-16,253.0,26,7754
7753,2021-08-16,252.0,14,7753
7752,2021-08-16,251.0,24,7752
7751,2021-08-16,250.0,16,7751
7750,2021-08-16,249.0,16,7750
7749,2021-08-16,248.0,23,7749
7748,2021-08-16,246.0,18,7748
7747,2021-08-16,245.0,13,7747
7746,2021-08-16,244.0,15,7746
7745,2021-08-16,243.0,13,7745
7744,2021-08-16,242.0,46,7744
7743,2021-08-16,241.0,15,7743
7742,2021-08-16,240.0,15,7742
7741,2021-08-16,239.0,18,7741
7740,2021-08-16,238.0,21,7740
7739,2021-08-16,237.0,22,7739
7738,2021-08-16,236.0,14,7738
7737,2021-08-16,235.0,23,7737
7736,2021-08-16,234.0,20,7736
7735,2021-08-16,233.0,22,7735
7734,2021-08-16,232.0,23,7734
7733,2021-08-16,231.0,19,7733
7732,2021-08-16,230.0,16,7732
7731,2021-08-16,229.0,11,7731
7730,2021-08-16,228.0,21,7730
7729,2021-08-16,227.0,18,7729
7728,2021-08-16,226.0,19,7728
7727,2021-08-16,225.0,19,7727
7726,2021-08-16,224.0,21,7726
7725,2021-08-16,223.0,29,7725
7724,2021-08-16,222.0,18,7724
7723,2021-08-16,221.0,16,7723
7722,2021-08-16,220.0,10,7722
7721,2021-08-16,219.0,25,7721
7720,2021-08-16,218.0,12,7720
7719,2021-08-16,217.0,42,7719
7718,2021-08-16,216.0,16,7718
7717,2021-08-16,215.0,8,7717
7716,2021-08-16,214.0,9,7716
7715,2021-08-16,213.0,5,7715
7714,2021-08-16,212.0,18,7714
7713,2021-08-16,211.0,54,7713
7712,2021-08-16,210.0,13,7712
7711,2021-08-16,209.0,16,7711
7710,2021-08-16,207.0,22,7710
7709,2021-08-16,206.0,39,7709
7708,2021-08-16,205.0,26,7708
7707,2021-08-16,204.0,19,7707
7706,2021-08-16,203.0,8,7706
7705,2021-08-16,202.0,19,7705
7704,2021-08-16,201.0,19,7704
7703,2021-08-16,200.0,20,7703
7702,2021-08-16,199.0,8,7702
7701,2021-08-16,198.0,14,7701
7700,2021-08-16,197.0,38,7700
7699,2021-08-16,196.0,10,7699
7698,2021-08-16,195.0,18,7698
7697,2021-08-16,194.0,53,7697
7696,2021-08-16,193.0,17,7696
7695,2021-08-16,192.0,11,7695
7694,2021-08-16,191.0,18,7694
7693,2021-08-16,190.0,11,7693
7692,2021-08-16,189.0,16,7692
7691,2021-08-16,188.0,12,7691
7690,2021-08-16,187.0,36,7690
7689,2021-08-16,186.0,22,7689
7688,2021-08-16,185.0,29,7688
7687,2021-08-16,184.0,26,7687
7686,2021-08-16,183.0,65,7686
7685,2021-08-16,182.0,98,7685
7684,2021-08-16,181.0,42,7684
7683,2021-08-16,180.0,48,7683
7682,2021-08-16,179.0,36,7682
7681,2021-08-16,178.0,21,7681
7680,2021-08-16,177.0,24,7680
7679,2021-08-16,176.0,1,7679
7678,2021-08-16,175.0,15,7678
7677,2021-08-16,174.0,61,7677
7676,2021-08-16,173.0,27,7676
7675,2021-08-16,172.0,18,7675
7674,2021-08-16,171.0,25,7674
7673,2021-08-16,170.0,29,7673
7672,2021-08-16,169.0,19,7672
7671,2021-08-16,168.0,28,7671
7670,2021-08-16,167.0,33,7670
7669,2021-08-16,166.0,15,7669
7668,2021-08-16,165.0,27,7668
7667,2021-08-16,164.0,43,7667
7666,2021-08-16,163.0,39,7666
7665,2021-08-16,162.0,40,7665
7664,2021-08-16,161.0,39,7664
7663,2021-08-16,160.0,24,7663
7662,2021-08-16,159.0,54,7662
7661,2021-08-16,158.0,17,7661
7660,2021-08-16,157.0,17,7660
7659,2021-08-16,156.0,22,7659
7658,2021-08-16,155.0,16,7658
7657,2021-08-16,154.0,53,7657
7656,2021-08-16,153.0,26,7656
7655,2021-08-16,152.0,16,7655
7654,2021-08-16,151.0,47,7654
7653,2021-08-16,150.0,55,7653
7652,2021-08-16,149.0,52,7652
7651,2021-08-16,148.0,18,7651
7650,2021-08-16,147.0,22,7650
7649,2021-08-16,146.0,79,7649
7648,2021-08-16,145.0,41,7648
7647,2021-08-16,144.0,34,7647
7646,2021-08-16,143.0,28,7646
7645,2021-08-16,142.0,45,7645
7644,2021-08-16,141.0,69,7644
7643,2021-08-16,140.0,28,7643
7642,2021-08-16,139.0,25,7642
7641,2021-08-16,138.0,52,7641
7640,2021-08-16,137.0,40,7640
7639,2021-08-16,136.0,74,7639
7638,2021-08-16,135.0,40,7638
7637,2021-08-16,134.0,49,7637
7636,2021-08-16,133.0,56,7636
7635,2021-08-16,132.0,33,7635
7634,2021-08-16,131.0,39,7634
7633,2021-08-16,130.0,21,7633
7632,2021-08-16,129.0,29,7632
7631,2021-08-16,128.0,38,7631
7630,2021-08-16,127.0,33,7630
7629,2021-08-16,126.0,38,7629
7628,2021-08-16,125.0,56,7628
7627,2021-08-16,124.0,73,7627
7626,2021-08-16,123.0,43,7626
7625,2021-08-16,122.0,16,7625
7624,2021-08-16,121.0,26,7624
7623,2021-08-16,120.0,30,7623
7622,2021-08-16,119.0,57,7622
7621,2021-08-16,118.0,23,7621
7620,2021-08-16,117.0,47,7620
7619,2021-08-16,116.0,44,7619
7618,2021-08-16,115.0,49,7618
7617,2021-08-16,114.0,30,7617
7616,2021-08-16,113.0,42,7616
7615,2021-08-16,112.0,25,7615
7614,2021-08-16,111.0,45,7614
7613,2021-08-16,110.0,14,7613
7612,2021-08-16,109.0,13,7612
7611,2021-08-16,108.0,26,7611
7610,2021-08-16,107.0,50,7610
7609,2021-08-16,106.0,39,7609
7608,2021-08-16,105.0,4,7608
7607,2021-08-16,104.0,16,7607
7606,2021-08-16,103.0,39,7606
7605,2021-08-16,102.0,19,7605
7604,2021-08-16,100.0,20,7604
7603,2021-08-16,99.0,24,7603
7602,2021-08-16,98.0,22,7602
7601,2021-08-16,97.0,16,7601
7600,2021-08-16,96.0,64,7600
7599,2021-08-16,95.0,33,7599
7598,2021-08-16,94.0,11,7598
7597,2021-08-16,93.0,23,7597
7596,2021-08-16,92.0,38,7596
7595,2021-08-16,91.0,20,7595
7594,2021-08-16,90.0,14,7594
7593,2021-08-16,89.0,28,7593
7592,2021-08-16,87.0,50,7592
7591,2021-08-16,86.0,44,7591
7590,2021-08-16,85.0,34,7590
7589,2021-08-16,84.0,61,7589
7588,2021-08-16,83.0,30,7588
7587,2021-08-16,82.0,68,7587
7586,2021-08-16,81.0,15,7586
7585,2021-08-16,80.0,43,7585
7584,2021-08-16,79.0,40,7584
7583,2021-08-16,78.0,20,7583
7582,2021-08-16,77.0,37,7582
7581,2021-08-16,76.0,31,7581
7580,2021-08-16,75.0,46,7580
7579,2021-08-16,74.0,45,7579
7578,2021-08-16,73.0,48,7578
7577,2021-08-16,72.0,48,7577
7576,2021-08-16,71.0,42,7576
7575,2021-08-16,70.0,58,7575
7574,2021-08-16,69.0,42,7574
7573,2021-08-16,68.0,33,7573
7572,2021-08-16,67.0,48,7572
7571,2021-08-16,66.0,40,7571
7570,2021-08-16,65.0,30,7570
7569,2021-08-16,64.0,88,7569
7568,2021-08-16,63.0,51,7568
7567,2021-08-16,62.0,29,7567
7566,2021-08-16,61.0,46,7566
7565,2021-08-16,60.0,53,7565
7564,2021-08-16,59.0,59,7564
7563,2021-08-16,58.0,42,7563
7562,2021-08-16,57.0,19,7562
7561,2021-08-16,56.0,66,7561
7560,2021-08-16,55.0,26,7560
7559,2021-08-16,54.0,48,7559
7558,2021-08-16,53.0,62,7558
7557,2021-08-16,52.0,49,7557
7556,2021-08-16,51.0,25,7556
7555,2021-08-16,50.0,24,7555
7554,2021-08-16,49.0,41,7554
7553,2021-08-16,48.0,40,7553
7552,2021-08-16,47.0,57,7552
7551,2021-08-16,46.0,36,7551
7550,2021-08-16,45.0,70,7550
7549,2021-08-16,44.0,37,7549
7548,2021-08-16,42.0,25,7548
7547,2021-08-16,41.0,122,7547
7546,2021-08-16,40.0,51,7546
7545,2021-08-16,39.0,33,7545
7544,2021-08-16,38.0,79,7544
7543,2021-08-16,37.0,48,7543
7542,2021-08-16,36.0,90,7542
7541,2021-08-16,35.0,47,7541
7540,2021-08-16,34.0,38,7540
7539,2021-08-16,33.0,38,7539
7538,2021-08-16,32.0,52,7538
7537,2021-08-16,31.0,45,7537
7536,2021-08-16,30.0,43,7536
7535,2021-08-16,29.0,37,7535
7534,2021-08-16,28.0,58,7534
7533,2021-08-16,27.0,95,7533
7532,2021-08-16,26.0,27,7532
7531,2021-08-16,25.0,58,7531
7530,2021-08-16,24.0,57,7530
7529,2021-08-16,23.0,35,7529
7528,2021-08-16,22.0,26,7528
7527,2021-08-16,21.0,19,7527
7526,2021-08-16,20.0,38,7526
7525,2021-08-16,19.0,41,7525
7524,2021-08-16,18.0,65,7524
7523,2021-08-16,17.0,33,7523
7522,2021-08-16,16.0,39,7522
7521,2021-08-16,15.0,31,7521
7520,2021-08-16,14.0,49,7520
7519,2021-08-16,13.0,19,7519
7518,2021-08-16,12.0,42,7518
7517,2021-08-16,11.0,63,7517
7516,2021-08-16,10.0,45,7516
7515,2021-08-16,9.0,46,7515
7514,2021-08-16,8.0,25,7514
7513,2021-08-16,7.0,55,7513
7512,2021-08-16,6.0,58,7512
7511,2021-08-16,5.0,8,7511
7510,2021-08-16,4.0,35,7510
7509,2021-08-16,3.0,47,7509
7508,2021-08-16,2.0,32,7508
7507,2021-08-16,1.0,78,7507
7506,2021-08-15,480.0,23,7506
7505,2021-08-15,479.0,5,7505
7504,2021-08-15,478.0,6,7504
7503,2021-08-15,477.0,10,7503
7502,2021-08-15,476.0,15,7502
7501,2021-08-15,475.0,7,7501
7500,2021-08-15,474.0,17,7500
7499,2021-08-15,473.0,1,7499
7498,2021-08-15,472.0,1,7498
7497,2021-08-15,471.0,13,7497
7496,2021-08-15,470.0,10,7496
7495,2021-08-15,468.0,5,7495
7494,2021-08-15,467.0,6,7494
7493,2021-08-15,466.0,5,7493
7492,2021-08-15,465.0,6,7492
